# VHH-NNLO SMEFT scan points
# process: ZHH
# energy_tev: 13.6
# scan_axis: phiD
# fixed_wcs: phi=0,phiB=0,phiBox=0,phiD=0,phiQ3rd=0,phiW=0,phiWB=0,phid=0,phiq1st=0,phiq3st=0,phiu=0,tphi=0
#
phiD	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
0.7654135338	0.3010153319	0.4102053164	1.362738947	1.035491901	1.034806862
0.7684210526	0.3010558718	0.4102595314	1.362735524	1.035631359	1.034943628
0.7714285714	0.3010964118	0.4103137463	1.362732102	1.035770816	1.035080393
0.7744360902	0.3011369518	0.4103679613	1.362728682	1.035910274	1.035217159
0.777443609	0.3011774917	0.4104221762	1.362725262	1.036049731	1.035353925
0.7804511278	0.3012180317	0.4104763912	1.362721842	1.036189188	1.03549069
0.7834586466	0.3012585717	0.4105306061	1.362718424	1.036328646	1.035627456
0.7864661654	0.3012991116	0.4105848211	1.362715007	1.036468103	1.035764222
0.7894736842	0.3013396516	0.410639036	1.362711591	1.03660756	1.035900987
0.792481203	0.3013801916	0.410693251	1.362708175	1.036747018	1.036037753
0.7954887218	0.3014207316	0.4107474659	1.362704761	1.036886475	1.036174519
0.7984962406	0.3014612715	0.4108016809	1.362701347	1.037025933	1.036311284
0.8015037594	0.3015018115	0.4108558958	1.362697935	1.03716539	1.03644805
0.8045112782	0.3015423515	0.4109101108	1.362694523	1.037304847	1.036584816
0.807518797	0.3015828914	0.4109643257	1.362691112	1.037444305	1.036721581
0.8105263158	0.3016234314	0.4110185407	1.362687702	1.037583762	1.036858347
0.8135338346	0.3016639714	0.4110727556	1.362684293	1.037723219	1.036995113
0.8165413534	0.3017045113	0.4111269706	1.362680885	1.037862677	1.037131878
0.8195488722	0.3017450513	0.4111811855	1.362677478	1.038002134	1.037268644
0.822556391	0.3017855913	0.4112354005	1.362674072	1.038141592	1.03740541
0.8255639098	0.3018261312	0.4112896154	1.362670667	1.038281049	1.037542175
0.8285714286	0.3018666712	0.4113438304	1.362667262	1.038420506	1.037678941
0.8315789474	0.3019072112	0.4113980453	1.362663859	1.038559964	1.037815707
0.8345864662	0.3019477511	0.4114522603	1.362660456	1.038699421	1.037952472
0.837593985	0.3019882911	0.4115064752	1.362657055	1.038838878	1.038089238
0.8406015038	0.3020288311	0.4115606902	1.362653654	1.038978336	1.038226004
0.8436090226	0.302069371	0.4116149051	1.362650254	1.039117793	1.038362769
0.8466165414	0.302109911	0.4116691201	1.362646855	1.039257251	1.038499535
0.8496240602	0.302150451	0.411723335	1.362643457	1.039396708	1.038636301
0.8526315789	0.3021909909	0.41177755	1.36264006	1.039536165	1.038773066
0.8556390977	0.3022315309	0.4118317649	1.362636664	1.039675623	1.038909832
0.8586466165	0.3022720709	0.4118859799	1.362633268	1.03981508	1.039046598
0.8616541353	0.3023126108	0.4119401948	1.362629874	1.039954537	1.039183363
0.8646616541	0.3023531508	0.4119944098	1.362626481	1.040093995	1.039320129
0.8676691729	0.3023936908	0.4120486247	1.362623088	1.040233452	1.039456895
0.8706766917	0.3024342307	0.4121028397	1.362619697	1.040372909	1.03959366
0.8736842105	0.3024747707	0.4121570546	1.362616306	1.040512367	1.039730426
0.8766917293	0.3025153107	0.4122112696	1.362612916	1.040651824	1.039867192
0.8796992481	0.3025558506	0.4122654845	1.362609527	1.040791282	1.040003957
0.8827067669	0.3025963906	0.4123196995	1.362606139	1.040930739	1.040140723
0.8857142857	0.3026369306	0.4123739144	1.362602752	1.041070196	1.040277489
0.8887218045	0.3026774705	0.4124281294	1.362599366	1.041209654	1.040414254
0.8917293233	0.3027180105	0.4124823443	1.362595981	1.041349111	1.04055102
0.8947368421	0.3027585505	0.4125365593	1.362592596	1.041488568	1.040687786
0.8977443609	0.3027990904	0.4125907742	1.362589213	1.041628026	1.040824551
0.9007518797	0.3028396304	0.4126449892	1.36258583	1.041767483	1.040961317
0.9037593985	0.3028801704	0.4126992042	1.362582449	1.041906941	1.041098083
0.9067669173	0.3029207103	0.4127534191	1.362579068	1.042046398	1.041234848
0.9097744361	0.3029612503	0.4128076341	1.362575688	1.042185855	1.041371614
0.9127819549	0.3030017903	0.412861849	1.362572309	1.042325313	1.04150838
0.9157894737	0.3030423302	0.412916064	1.362568931	1.04246477	1.041645145
0.9187969925	0.3030828702	0.4129702789	1.362565554	1.042604227	1.041781911
0.9218045113	0.3031234102	0.4130244939	1.362562178	1.042743685	1.041918677
0.9248120301	0.3031639501	0.4130787088	1.362558802	1.042883142	1.042055442
0.9278195489	0.3032044901	0.4131329238	1.362555428	1.0430226	1.042192208
0.9308270677	0.3032450301	0.4131871387	1.362552054	1.043162057	1.042328974
0.9338345865	0.30328557	0.4132413537	1.362548682	1.043301514	1.042465739
0.9368421053	0.30332611	0.4132955686	1.36254531	1.043440972	1.042602505
0.9398496241	0.30336665	0.4133497836	1.362541939	1.043580429	1.042739271
0.9428571429	0.3034071899	0.4134039985	1.362538569	1.043719886	1.042876036
0.9458646617	0.3034477299	0.4134582135	1.3625352	1.043859344	1.043012802
0.9488721805	0.3034882699	0.4135124284	1.362531832	1.043998801	1.043149568
0.9518796992	0.3035288098	0.4135666434	1.362528465	1.044138259	1.043286333
0.954887218	0.3035693498	0.4136208583	1.362525099	1.044277716	1.043423099
0.9578947368	0.3036098898	0.4136750733	1.362521733	1.044417173	1.043559865
0.9609022556	0.3036504297	0.4137292882	1.362518369	1.044556631	1.04369663
0.9639097744	0.3036909697	0.4137835032	1.362515005	1.044696088	1.043833396
0.9669172932	0.3037315097	0.4138377181	1.362511643	1.044835545	1.043970162
0.969924812	0.3037720496	0.4138919331	1.362508281	1.044975003	1.044106927
0.9729323308	0.3038125896	0.413946148	1.36250492	1.04511446	1.044243693
0.9759398496	0.3038531296	0.414000363	1.36250156	1.045253918	1.044380459
0.9789473684	0.3038936695	0.4140545779	1.362498201	1.045393375	1.044517224
0.9819548872	0.3039342095	0.4141087929	1.362494842	1.045532832	1.04465399
0.984962406	0.3039747495	0.4141630078	1.362491485	1.04567229	1.044790756
0.9879699248	0.3040152894	0.4142172228	1.362488129	1.045811747	1.044927521
0.9909774436	0.3040558294	0.4142714377	1.362484773	1.045951204	1.045064287
0.9939849624	0.3040963694	0.4143256527	1.362481418	1.046090662	1.045201053
0.9969924812	0.3041369093	0.4143798676	1.362478065	1.046230119	1.045337818
1	0.3041774493	0.4144340826	1.362474712	1.046369577	1.045474584
