# VHH-NNLO SMEFT scan points
# process: WplusHH
# energy_tev: 13.6
# scan_axis: phiBox
# fixed_wcs: phi=0,phiBox=0,phiD=0,phiW=0,phiq3st=0
#
phiBox	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
1.021052632	0.533505838	0.6438373675	1.206804727	1.798038374	1.798668558
1.028822055	0.5353076301	0.6460127333	1.206806511	1.804110831	1.80474581
1.036591479	0.5371094221	0.648188099	1.206808282	1.810183288	1.810823062
1.044360902	0.5389112142	0.6503634648	1.206810042	1.816255745	1.816900314
1.052130326	0.5407130062	0.6525388306	1.206811789	1.822328202	1.822977566
1.059899749	0.5425147982	0.6547141964	1.206813526	1.828400659	1.829054818
1.067669173	0.5443165903	0.6568895622	1.20681525	1.834473116	1.83513207
1.075438596	0.5461183823	0.6590649279	1.206816964	1.840545573	1.841209323
1.08320802	0.5479201744	0.6612402937	1.206818666	1.846618029	1.847286575
1.090977444	0.5497219664	0.6634156595	1.206820357	1.852690486	1.853363827
1.098746867	0.5515237584	0.6655910253	1.206822036	1.858762943	1.859441079
1.106516291	0.5533255505	0.6677663911	1.206823705	1.8648354	1.865518331
1.114285714	0.5551273425	0.6699417568	1.206825363	1.870907857	1.871595583
1.122055138	0.5569291346	0.6721171226	1.206827011	1.876980314	1.877672836
1.129824561	0.5587309266	0.6742924884	1.206828647	1.883052771	1.883750088
1.137593985	0.5605327186	0.6764678542	1.206830274	1.889125228	1.88982734
1.145363409	0.5623345107	0.67864322	1.206831889	1.895197685	1.895904592
1.153132832	0.5641363027	0.6808185857	1.206833495	1.901270142	1.901981844
1.160902256	0.5659380948	0.6829939515	1.20683509	1.907342599	1.908059096
1.168671679	0.5677398868	0.6851693173	1.206836675	1.913415056	1.914136348
1.176441103	0.5695416788	0.6873446831	1.20683825	1.919487513	1.920213601
1.184210526	0.5713434709	0.6895200489	1.206839815	1.92555997	1.926290853
1.19197995	0.5731452629	0.6916954146	1.206841371	1.931632427	1.932368105
1.199749373	0.574947055	0.6938707804	1.206842916	1.937704884	1.938445357
1.207518797	0.576748847	0.6960461462	1.206844452	1.943777341	1.944522609
1.215288221	0.5785506391	0.698221512	1.206845978	1.949849798	1.950599861
1.223057644	0.5803524311	0.7003968778	1.206847495	1.955922255	1.956677114
